Width,Page,Left,Top,Height,Text,Font,Size,Font Count
286,44,143,473,13,"this Clause 9.3 (Programme), taking into account such direction. 
",ArialMT,13.26,1
374,44,144,455,13,"Only if the Subcontractor suffers critical delay as a result of a direction under Clause 
",ArialMT,13.26,1
345,44,144,444,13,"9.3(k) (Programme) in relation to the order and timing of the various stages or 
",ArialMT,13.26,1
350,44,144,433,13,"portions of the Works and/or sequencing, shall it be entitled to claim, subject to 
",ArialMT,13.26,1
375,44,144,421,13,"Clause 20.1 (Subcontractor’s Claims) an extension of the Time for Completion to the 
",ArialMT,13.26,1
312,44,143,410,13,"extent permitted under Clause 9.4 (Extension of Time for Completion). 
",ArialMT,13.26,1
371,44,143,392,13,"After receiving this notice in accordance with Clause 20.1 (Subcontractor’s Claims), 
",ArialMT,13.26,1
341,44,143,380,13,"the Contractor’s Representative shall proceed in accordance with Clause 3.9 
",ArialMT,13.26,1
338,44,143,369,13,"(Determinations) and this Clause 6.1 (Subcontractors Generally) to agree or 
",ArialMT,13.26,1
113,44,143,358,13,"determine these matters. 
",ArialMT,13.26,1
162,44,107,340,13,"Extension of Time for Completion 
",Arial-BoldMT,13.88,1
15,44,107,323,13,"(a) 
",ArialMT,13.26,1
332,44,143,323,13,"Subject to Clause 20.1 (Subcontractor’s Claims) and Clause 9.4(b) - 9.4(d) 
",ArialMT,13.26,1
363,44,143,311,13,"(inclusive), the Subcontractor shall only be entitled to an extension of the Time for 
",ArialMT,13.26,1
365,44,143,299,13,"Completion, as applicable, if and to the extent that achievement of Taking Over for 
",ArialMT,13.26,1
372,44,143,288,13,"the purposes of Clause 11.1 (Taking Over of the Works and Separable Portions), as 
",ArialMT,13.26,1
367,44,143,277,13,"applicable, is or will be critically delayed beyond the Time for Completion by one or 
",ArialMT,13.26,1
132,44,143,265,13,"more of the following causes: 
",ArialMT,13.26,1
11,44,143,247,13,"(i) 
",ArialMT,13.26,1
337,44,179,247,13,"a Variation (unless an adjustment to the Time for Completion, as applicable, 
",ArialMT,13.26,1
265,44,179,236,13,"has been agreed under Clause 13.2 (Variation Procedure)); 
",ArialMT,13.26,1
293,44,179,218,13,"a cause of delay giving an entitlement to extension to the Time for 
",ArialMT,13.26,1
311,44,179,207,13,"Completion under Clause 3.1 (Right of Access to the Site), Clause 9.3 
",ArialMT,13.26,1
301,44,179,196,13,"(Program), Clause 9.8 (Consequences of Suspension), Clause 11.3 
",ArialMT,13.26,1
311,44,179,184,13,"(Interference with Tests on Completion), Clause 16.1 (Subcontractor’s 
",ArialMT,13.26,1
335,44,179,173,13,"Entitlement to Suspend Work), Clause 17.4 (Consequences of Contractor’s 
",ArialMT,13.26,1
290,44,179,161,13,"Risks) and Clause 19.4 (Consequences of Force Majeure) of this 
",ArialMT,13.26,1
70,44,179,150,13,"Subcontract; or 
",ArialMT,13.26,1
309,44,179,132,13,"acts or omissions of the Contractor or the Contractor’s Personnel that 
",ArialMT,13.26,1
307,44,179,121,13,"constitute a material breach of the Contractor’s obligations under this 
",ArialMT,13.26,1
58,44,179,109,13,"Subcontract. 
",ArialMT,13.26,1
13,44,143,218,13,"(ii) 
",ArialMT,13.26,1
16,44,143,132,13,"(iii) 
",ArialMT,13.26,1
15,44,107,92,13,"(b) 
",ArialMT,13.26,1
380,44,143,92,13,"The Subcontractor shall not be entitled to an extension to the Time for Completion, as 
",ArialMT,13.26,1
365,44,143,80,13,"applicable, unless the Subcontractor can demonstrate each of the following, to the 
",ArialMT,13.26,1
262,44,143,69,13,"reasonable satisfaction of the Contractor’s Representative: 
",ArialMT,13.26,1
235,44,72,32,10,"Subcontract for the Al Reem Island Integrated Health Care Center 
",ArialMT,10.7,1
12,44,513,32,11,"38 
",ArialMT,11.98,1
16,45,72,196,13,"9.5 
",Arial-BoldMT,13.88,1
11,45,144,785,13,"(i) 
",ArialMT,13.26,1
13,45,143,733,13,"(ii) 
",ArialMT,13.26,1
16,45,143,704,13,"(iii) 
",ArialMT,13.26,1
16,45,144,664,13,"(iv) 
",ArialMT,13.26,1
337,45,180,785,13,"that the delay was on the critical path of the programme of the Works and in 
",ArialMT,13.26,1
323,45,180,774,13,"this respect the Subcontractor shall include a critical path analysis in any 
",ArialMT,13.26,1
341,45,180,762,13,"submission for an extension to the Time for Completion, as applicable, to the 
",ArialMT,13.26,1
301,45,180,751,13,"level of detail (if any) requested by the Contractor’s Representative; 
",ArialMT,13.26,1
344,45,179,733,13,"that the delay specifically will cause the Subcontractor to complete the Works 
",ArialMT,13.26,1
134,45,179,722,13,"after the Time for Completion; 
",ArialMT,13.26,1
329,45,179,704,13,"that, during the delay, the Subcontractor was unable to proceed with other 
",ArialMT,13.26,1
338,45,180,693,13,"portions of the Works so as not to cause a delay to the Time for Completion; 
",ArialMT,13.26,1
19,45,180,681,13,"and 
",ArialMT,13.26,1
330,45,180,664,13,"that the Subcontractor has taken all reasonable steps to mitigate the delay 
",ArialMT,13.26,1
240,45,180,652,13,"and associated costs and losses caused by the delay. 
",ArialMT,13.26,1
359,45,144,635,13,"If the Subcontractor is unable to demonstrate the requirements in subparagraphs 
",ArialMT,13.26,1
377,45,144,623,13,"9.4(b)(i) through 9.4(b)(iv), the Subcontractor shall not be entitled to any extension to 
",ArialMT,13.26,1
218,45,144,612,13,"the Time for Completion in respect of such delay. 
",ArialMT,13.26,1
372,45,144,594,13,"The Subcontractor shall not be entitled to an extension to the Time for Completion if 
",ArialMT,13.26,1
261,45,144,583,13,"the applicable event within 9.4(a)(i) to 9.4(a)(iii) (inclusive): 
",ArialMT,13.26,1
11,45,144,565,13,"(i) 
",ArialMT,13.26,1
311,45,180,565,13,"was caused or contributed to by the Subcontractor, any Subcontractor 
",ArialMT,13.26,1
338,45,180,554,13,"Personnel, any Sub-Subcontractor (or any Affiliate of the Subcontractor who 
",ArialMT,13.26,1
334,45,180,542,13,"is an Other Subcontractor under a separate contract with the Contractor (or 
",ArialMT,13.26,1
232,45,180,531,13,"an Affiliate of the Contractor) on or near the Site); or 
",ArialMT,13.26,1
338,45,180,513,13,"relates to a delay to any other works that the Subcontractor may be carrying 
",ArialMT,13.26,1
319,45,180,502,13,"out for the Contractor (or an Affiliate of the Contractor) pursuant to other 
",ArialMT,13.26,1
327,45,180,490,13,"contracts or is under any other contract for which the Subcontractor is not 
",ArialMT,13.26,1
312,45,180,479,13,"entitled to an extension of time under the terms of such other contract. 
",ArialMT,13.26,1
13,45,144,513,13,"(ii) 
",ArialMT,13.26,1
356,45,144,461,13,"If the Subcontractor considers itself to be entitled to an extension to the Time for 
",ArialMT,13.26,1
371,45,144,449,13,"Completion the Subcontractor shall provide notice to Contractor’s Representative in 
",ArialMT,13.26,1
363,45,144,438,13,"accordance with the notice procedures and requirements specified in Clause 20.1 
",ArialMT,13.26,1
380,45,144,427,13,"(Subcontractor’s Claims). If the Subcontractor fails to comply with the requirements of 
",ArialMT,13.26,1
371,45,144,415,13,"Clause 20.1 (Subcontractor’s Claims), the Subcontractor shall not be entitled to any 
",ArialMT,13.26,1
168,45,144,404,13,"extension to the Time for Completion. 
",ArialMT,13.26,1
369,45,144,386,13,"After receiving notice in accordance with Clause 20.1 (Subcontractor’s Claims), the 
",ArialMT,13.26,1
369,45,144,374,13,"Contractor or Contractor’s Representative shall proceed in accordance with Clause 
",ArialMT,13.26,1
260,45,144,363,13,"3.9 (Determinations) to agree or determine these matters.  
",ArialMT,13.26,1
364,45,144,346,13,"Despite any other provisions of the Subcontract, whether or not the Subcontractor 
",ArialMT,13.26,1
378,45,144,334,13,"has made, or is entitled to make, a claim for an extension to the Time for Completion, 
",ArialMT,13.26,1
377,45,144,323,13,"the Contractor (but not the Contractor’s Representative) may, in its sole and absolute 
",ArialMT,13.26,1
336,45,144,311,13,"discretion, at any time make a fair and reasonable extension to the Time for 
",ArialMT,13.26,1
381,45,144,299,13,"Completion. The Contractor is not required to exercise this discretion for the benefit of 
",ArialMT,13.26,1
83,45,144,288,13,"the Subcontractor. 
",ArialMT,13.26,1
374,45,144,271,13,"Notwithstanding any other provisions of the Subcontract, if two or more delay events 
",ArialMT,13.26,1
372,45,144,259,13,"occur, one of which is an event described within 9.4(a)(i) to 9.4(a)(iii) (inclusive) and 
",ArialMT,13.26,1
345,45,144,247,13,"the other(s) constitute event that are not described within 9.4(a)(i) to 9.4(a)(iii) 
",ArialMT,13.26,1
369,45,144,236,13,"(inclusive), the effects of which are felt at the same time, then during such period of 
",ArialMT,13.26,1
367,45,144,224,13,"concurrency, the Subcontractor shall not be entitled to an extension to the Time for 
",ArialMT,13.26,1
357,45,144,213,13,"Completion nor any adjustment to the Subcontract Price or any additional Costs. 
",ArialMT,13.26,1
14,45,108,635,13,"(c) 
",ArialMT,13.26,1
15,45,108,594,13,"(d) 
",ArialMT,13.26,1
15,45,108,461,13,"(e) 
",ArialMT,13.26,1
12,45,108,386,13,"(f) 
",ArialMT,13.26,1
15,45,108,346,13,"(g) 
",ArialMT,13.26,1
15,45,108,271,13,"(h) 
",ArialMT,13.26,1
82,45,108,196,13,"Rate of Progress 
",Arial-BoldMT,13.88,1
15,45,108,178,13,"(a) 
",ArialMT,13.26,1
65,45,144,178,13,"If, at any time: 
",ArialMT,13.26,1
11,45,144,160,13,"(i) 
",ArialMT,13.26,1
306,45,180,160,13,"actual progress is too slow to complete the Works within the Time for 
",ArialMT,13.26,1
67,45,180,149,13,"Completion; or 
",ArialMT,13.26,1
337,45,180,131,13,"progress has fallen (or will fall) behind the current programme under Clause 
",ArialMT,13.26,1
81,45,180,120,13,"9.3 (Programme), 
",ArialMT,13.26,1
13,45,144,131,13,"(ii) 
",ArialMT,13.26,1
380,45,144,103,13,"other than as a result of a cause listed within 9.4(a)(i) to 9.4(a)(iii) (inclusive), then the 
",ArialMT,13.26,1
373,45,143,91,13,"Contractor’s Representative may instruct the Subcontractor to submit, under Clause 
",ArialMT,13.26,1
376,45,144,80,13,"9.3 (Programme), a revised programme and supporting report describing the revised 
",ArialMT,13.26,1
235,45,72,32,10,"Subcontract for the Al Reem Island Integrated Health Care Center 
",ArialMT,10.7,1
12,45,513,32,11,"39 
",ArialMT,11.98,1
16,46,72,501,13,"9.6 
",Arial-BoldMT,13.88,1
16,46,72,328,13,"9.7 
",Arial-BoldMT,13.88,1
16,46,72,183,13,"9.8 
",Arial-BoldMT,13.88,1
15,46,108,420,13,"(b) 
",ArialMT,13.26,1
14,46,108,356,13,"(c) 
",ArialMT,13.26,1
15,46,108,247,13,"(b) 
",ArialMT,13.26,1
336,46,144,785,13,"methods which the Subcontractor proposes to adopt in order to comply with 
",ArialMT,13.26,1
292,46,144,774,13,"obligations to complete the Works within the Time for Completion. 
",ArialMT,13.26,1
364,46,144,756,13,"Unless the Contractor’s Representative notifies otherwise, the Subcontractor shall 
",ArialMT,13.26,1
355,46,144,745,13,"adopt these revised methods, which may require increases in the working hours 
",ArialMT,13.26,1
363,46,144,733,13,"and/or in the numbers of Subcontractor’s Personnel and/or Goods, at the risk and 
",ArialMT,13.26,1
118,46,144,722,13,"cost of the Subcontractor.  
",ArialMT,13.26,1
376,46,144,704,13,"If the Subcontractor fails to adopt the revised methods or fails to rectify progress, the 
",ArialMT,13.26,1
357,46,144,693,13,"Contractor may take such action it considers appropriate to rectify that breach or 
",ArialMT,13.26,1
155,46,144,681,13,"mitigate the effects of that breach.  
",ArialMT,13.26,1
375,46,144,664,13,"If such breach or the revised methods cause the Contractor and / or the Employer to 
",ArialMT,13.26,1
374,46,144,652,13,"incur additional costs, the Subcontractor shall pay (directly, by offset, or by collection 
",ArialMT,13.26,1
367,46,144,641,13,"on the Performance Security, at the Contractor’s sole discretion) these costs to the 
",ArialMT,13.26,1
377,46,144,629,13,"Contractor, in addition to delay damages (if any) under Clause 9.6 (Delay Damages). 
",ArialMT,13.26,1
195,46,143,612,13,"The Contractor may, at any time, in writing:  
",ArialMT,13.26,1
11,46,144,594,13,"(i) 
",ArialMT,13.26,1
13,46,144,577,13,"(ii) 
",ArialMT,13.26,1
346,46,144,559,13,"to accelerate or decelerate the Works for any reason (including, in the case of 
",ArialMT,13.26,1
320,46,144,548,13,"acceleration, as an alternative to granting an extension of the Time for).  
",ArialMT,13.26,1
375,46,144,530,13,"Instructions to accelerate or decelerate the Works under Clause 9.5(e) shall be dealt 
",ArialMT,13.26,1
340,46,144,519,13,"with under the Variation Procedure under Clause 13.2 (Variation Procedure). 
",ArialMT,13.26,1
204,46,180,594,13,"request a proposal from the Subcontractor; or 
",ArialMT,13.26,1
118,46,180,577,13,"instruct the Subcontractor, 
",ArialMT,13.26,1
15,46,108,756,13,"(b) 
",ArialMT,13.26,1
14,46,108,704,13,"(c) 
",ArialMT,13.26,1
15,46,108,664,13,"(d) 
",ArialMT,13.26,1
15,46,107,612,13,"(e) 
",ArialMT,13.26,1
12,46,108,530,13,"(f) 
",ArialMT,13.26,1
79,46,108,501,13,"Delay Damages  
",Arial-BoldMT,13.88,1
15,46,108,484,13,"(a) 
",ArialMT,13.26,1
345,46,144,484,13,"If the Subcontractor fails to comply with Clause 9.2 (Time for Completion), the 
",ArialMT,13.26,1
371,46,144,472,13,"Subcontractor shall pay delay damages to the Contractor in the amounts calculated 
",ArialMT,13.26,1
366,46,144,461,13,"pursuant to the Subcontract Particulars and such delay damages become due and 
",ArialMT,13.26,1
347,46,144,449,13,"payable as they accrue, however, the total amount of delay damages shall not 
",ArialMT,13.26,1
381,46,144,438,13,"exceed the maximum amount of delay damages stated in the Subcontract Particulars. 
",ArialMT,13.26,1
377,46,144,420,13,"Such delay damages shall be the only damages due from the Subcontractor for such 
",ArialMT,13.26,1
363,46,144,409,13,"default, other than in the event of termination under Clause 15.2 (Termination by ) 
",ArialMT,13.26,1
374,46,144,397,13,"prior to completion of the Works. These damages shall not relieve the Subcontractor 
",ArialMT,13.26,1
360,46,144,386,13,"from its obligation to complete the Works, or from any other obligations under the 
",ArialMT,13.26,1
58,46,144,374,13,"Subcontract. 
",ArialMT,13.26,1
378,46,144,356,13,"The Contractor may recover payment of such delay damages from the Subcontractor 
",ArialMT,13.26,1
240,46,144,345,13,"directly or by offset at the Contractor's sole discretion. 
",ArialMT,13.26,1
99,46,108,328,13,"Suspension of Work 
",Arial-BoldMT,13.88,1
15,46,108,310,13,"(a) 
",ArialMT,13.26,1
347,46,144,310,13,"The Contractor’s Representative may at any time instruct the Subcontractor to 
",ArialMT,13.26,1
328,46,144,299,13,"suspend progress of part or all of the Works. During such suspension, the 
",ArialMT,13.26,1
358,46,144,287,13,"Subcontractor shall protect, store and secure such part or the Works against any 
",ArialMT,13.26,1
371,46,144,275,13,"deterioration, loss or damage and comply with instructions regarding demobilization 
",ArialMT,13.26,1
90,46,144,264,13,"and re-mobilization. 
",ArialMT,13.26,1
328,46,144,247,13,"The Contractor’s Representative may, at its sole discretion, also notify the 
",ArialMT,13.26,1
373,46,144,235,13,"Subcontractor of the cause for the suspension.  If and to the extent that the cause is 
",ArialMT,13.26,1
350,46,144,224,13,"notified and is the responsibility of the Subcontractor, the following Clauses 9.8 
",ArialMT,13.26,1
360,46,144,212,13,"(Consequences of Suspension), 9.9 (Payment for Plant and Materials in Event of 
",ArialMT,13.26,1
