,Width,Page,Left,Top,Height,Text,Font,Size,Font Count,Is_Bullet,Heading,TOC,SScore,TextCount,IsCapital,Preds,Probs
6806,227,47,144,527,9,"performance or other characteristics of the Works.  
",ArialMT,9,1,0,0,0,0,7,0,0,1
6807,375,47,108,509,9,"(d) 
 As soon as the Works, or a Separable Portion, have, in the reasonable opinion of 
",ArialMT,9,1,2,0,1,0,16,0,0,1
6808,362,47,144,498,9,"Subcontractor, passed any Tests on Completion, the Subcontractor shall submit a 
",ArialMT,9,1,0,0,0,0,11,0,0,1
6809,353,47,144,486,9,"certified report of the results of these Tests to the Contractor’s Representative.   
",ArialMT,9,1,0,0,0,0,12,0,0,1
6810,384,47,108,469,9,"(e) 
 The Works, or Separable Portion, shall not be considered to have passed the Tests 
",ArialMT,9,1,2,0,1,0,15,0,0,1
6811,369,47,144,457,9,"on Completion until such time as the Contractor’s Representative shall endorse the 
",ArialMT,9,1,0,0,0,0,12,0,0,1
6812,330,47,144,446,9,"Subcontractor’s test certificate, or issue a certificate to him, to that effect.   
",ArialMT,9,1,0,0,0,0,12,0,0,1
6814,361,47,108,411,9,"(a) 
 If the Tests on Completion are being unduly delayed by the Subcontractor, the 
",ArialMT,9,1,2,0,1,0,14,0,0,1
6815,376,47,144,399,9,"Contractor’s Representative may by notice require the Subcontractor to carry out the 
",ArialMT,9,1,0,0,0,0,12,0,0,1
6816,351,47,144,388,9,"Tests within twenty (20) days or within other period instructed by the Contractor 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6817,372,47,144,376,9,"(however, not less than ten (10) days) after receiving the notice.  The Subcontractor 
",ArialMT,9,1,2,0,1,0,13,0,0,1
6818,373,47,144,365,9,"shall carry out the Tests on such day or days within that period as the Subcontractor 
",ArialMT,9,1,0,0,0,0,16,0,0,1
6819,316,47,144,353,9,"may fix and of which Subcontractor shall give notice to the Contractor’s 
",ArialMT,9,1,0,0,0,0,12,0,0,1
6820,72,47,144,342,9,"Representative. 
",ArialMT,9,1,0,0,0,0,1,0,0,0.99
6821,392,47,108,324,9,"(b) 
 If the Subcontractor fails to carry out the Tests on Completion within such twenty (20) 
",ArialMT,9,1,2,0,1,0,16,0,0,1
6822,372,47,144,313,9,"day period or other period as instructed by the Contractor as per item (a) above, the 
",ArialMT,9,1,0,0,0,0,16,0,0,1
6823,342,47,144,301,9,"Contractor’s Personnel may proceed with the Tests at the risk and cost of the 
",ArialMT,9,1,0,0,0,0,14,0,0,1
6824,375,47,144,290,9,"Subcontractor.  The Tests on Completion shall then be deemed to have been carried 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6825,339,47,144,278,9,"out in the presence of the Subcontractor and the results of the Tests shall be 
",ArialMT,9,1,0,0,0,0,15,0,0,0.98
6826,108,47,144,267,9,"accepted as accurate.    
",ArialMT,9,1,0,0,0,0,3,0,0,0.99
6828,377,47,108,232,9,"If the Works, or a Separable Portion, fail to pass the Tests on Completion, Clause 8.5 
",ArialMT,9,1,0,0,0,0,16,0,0,1
6829,414,47,108,220,9,"(Rejection) shall apply, and the Contractor’s Representative or the Subcontractor may require 
",ArialMT,9,1,2,0,1,0,12,0,0,1
6830,416,47,108,209,9,"the failed Tests, and Tests on Completion on any related work, to be repeated under the same 
",ArialMT,9,1,0,0,0,0,17,0,0,0.99
6831,97,47,108,197,9,"terms and conditions. 
",ArialMT,9,1,0,0,0,0,3,0,0,0.95
6834,381,47,108,162,9,"(a) 
 If the Works, or a Separable Portion, fail to pass the Tests on Completion repeated 
",ArialMT,9,1,2,0,1,0,16,0,0,1
6835,368,47,144,151,9,"under Clause 10.3 (Retesting), the Contractor’s Representative shall be entitled to: 
",ArialMT,9,1,0,0,0,0,11,0,0,1
6836,356,47,144,133,9,"(i) 
 order further repetition of Tests on Completion under Clause 10.3 (Retesting); 
",ArialMT,9,1,2,0,1,0,12,0,0,1
6837,348,47,144,116,9,"(ii) 
 if the failure deprives the Contractor of substantially the whole benefit of the 
",ArialMT,9,1,2,0,1,0,14,0,0,1
6838,330,47,180,104,9,"Works or Separable Portion, reject the Works or Separable Portion (as the 
",ArialMT,9,1,0,0,0,0,12,0,0,0.99
6839,333,47,180,93,9,"case may be), in which event the Contractor shall have the same remedies 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6840,316,47,180,81,9,"as are provided in subparagraph (c) of Clause 12.4 (Failure to Remedy 
",ArialMT,9,1,0,0,0,0,12,0,0,1
6841,54,47,180,70,9,"Defects); or 
",ArialMT,9,1,0,0,0,0,2,0,0,0.98
6842,288,48,144,782,9,"(iii) 
 issue a Taking-Over Certificate, if the Contractor so requests. 
",ArialMT,9,1,2,0,1,0,10,0,0,0.99
6843,351,48,108,764,9,"(b) 
 In the event of Clause 10.4(a)(iii) (Failure to Pass Tests on Completion), the 
",ArialMT,9,1,2,0,1,0,14,0,0,1
6844,346,48,143,753,9,"Subcontractor shall proceed in accordance with all other obligations under the 
",ArialMT,9,1,0,0,0,0,11,0,0,1
6845,376,48,143,741,9,"Subcontract, and the Subcontract Price shall be reduced by such amount as shall be 
",ArialMT,9,1,0,0,0,0,14,0,0,1
6846,362,48,143,730,9,"appropriate to cover the reduced value to the Contractor as a result of this failure. 
",ArialMT,9,1,0,0,0,0,15,0,0,1
6847,369,48,143,718,9,"Unless the relevant reduction for this failure is stated (or its method of calculation is 
",ArialMT,9,1,0,0,0,0,15,0,0,0.99
6848,335,48,143,707,9,"defined) in the Subcontract, the Contractor may require the reduction to be: 
",ArialMT,9,1,0,0,0,0,12,0,0,1
6849,352,48,143,689,9,"(i) 
 agreed by both Parties (in full satisfaction of this failure only) and paid before 
",ArialMT,9,1,2,0,1,0,15,0,0,1
6850,181,48,179,678,9,"this Taking-Over Certificate is issued; or  
",ArialMT,9,1,0,0,0,0,6,0,0,0.98
6851,265,48,143,660,9,"(ii) 
 determined and paid under Clause 3.9 (Determinations). 
",ArialMT,9,1,2,0,1,0,8,0,0,0.99
6856,377,48,108,607,9,"(a) 
 Except as stated in Clause 10.4 (Failure to Pass Tests on Completion), the Works 
",ArialMT,9,1,2,0,1,0,15,0,0,1
6857,199,48,144,596,9,"shall be Taken Over by the Contractor when: 
",ArialMT,9,1,0,0,0,0,8,0,0,0.98
6858,318,48,144,578,9,"(i) 
 the Works have been completed in accordance with the Subcontract, 
",ArialMT,9,1,2,0,1,0,11,0,0,0.99
6859,320,48,180,567,9,"including the requirements specified in the definition of ‘Taken Over’ and 
",ArialMT,9,1,0,0,0,0,11,0,0,1
6860,323,48,180,555,9,"including the matters described in Clause 9.2 (Time for Completion); and 
",ArialMT,9,1,0,0,0,0,11,0,0,0.99
6861,348,48,144,538,9,"(ii) 
 a Taking-Over Certificate for the Works has been issued in accordance with 
",ArialMT,9,1,2,0,1,0,13,0,0,1
6862,204,48,180,526,9,"this Clause 11 (Contractor’s Taking Over) and 
",ArialMT,9,1,0,0,0,0,7,0,0,0.99
6863,358,48,144,509,9,"(iii) 
 the Employer has issued the relevant taking-over certificate to the Contractor 
",ArialMT,9,1,2,0,1,0,12,0,0,1
6864,213,48,180,497,9,"for the relevant works under the Main Contract.  
",ArialMT,9,1,0,0,0,0,8,0,0,1
6865,368,48,107,480,9,"(b) 
 The Subcontractor may apply by notice to the Contractor’s Representative for a 
",ArialMT,9,1,2,0,1,0,13,0,0,0.99
6866,378,48,144,468,9,"Taking-Over Certificate not earlier than sixteen (16) days before the Works will, in the 
",ArialMT,9,1,0,0,0,0,14,0,0,1
6867,363,48,144,457,9,"Subcontractor’s opinion, be complete and ready for Taking Over.  If the Works are 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6868,367,48,144,445,9,"divided into Separable Portions, the Subcontractor may similarly apply for a Taking-
",ArialMT,9,1,0,0,0,0,12,0,0,1
6869,196,48,144,434,9,"Over Certificate for each Separable Portion. 
",ArialMT,9,1,0,0,0,0,6,0,0,0.97
6870,354,48,108,416,9,"(c) 
 When applying for a Taking-Over Certificate, the Subcontractor must provide 
",ArialMT,9,1,2,0,1,0,11,0,0,0.98
6871,341,48,144,405,9,"evidence with such notice that all sums due and payable by Subcontractor to 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6872,358,48,144,393,9,"Contractor, as at the date of such notice, have been paid in full to the Contractor. 
",ArialMT,9,1,0,0,0,0,16,0,0,1
6873,380,48,107,376,9,"(d) 
 Subject to Clause 11.1(e), the Contractor’s Representative shall, within thirty-eight 
",ArialMT,9,1,2,0,1,0,11,0,0,1
6874,252,48,144,364,9,"(38) days after receiving the Subcontractor’s application: 
",ArialMT,9,1,2,0,1,0,7,0,0,0.98
6875,353,48,144,347,9,"(i) 
 subject to the issuance of the relevant taking over certificate by the Employer 
",ArialMT,9,1,2,0,1,0,14,0,0,1
6876,345,48,180,335,9,"under Main Contract issue the Taking-Over Certificate to the Subcontractor, in 
",ArialMT,9,1,0,0,0,0,11,0,0,1
6877,327,48,180,324,9,"the form set out in Annexure 13 (Form of Taking-Over Certificate) stating:  
",ArialMT,9,1,0,0,0,0,12,0,0,0.99
6878,275,48,180,306,9,"(A) 
 the date on which the Works or Separable Portion met the 
",ArialMT,9,1,2,0,1,0,12,0,0,1
6879,268,48,216,295,9,"requirements specified in the definition of ‘Taken Over’; and  
",ArialMT,9,1,0,0,0,0,9,0,0,0.95
6880,295,48,180,277,9,"(B) 
 any minor outstanding work or defects in the Works or relevant 
",ArialMT,9,1,2,0,1,0,12,0,0,1
6881,253,48,216,266,9,"Separable Portion requiring completion or rectification by 
",ArialMT,9,1,0,0,0,0,7,0,0,0.97
6882,298,48,216,254,9,"Subcontractor after Take Over of such Works or Separable Portion; 
",ArialMT,9,1,0,0,0,0,10,0,0,0.98
6883,17,48,216,243,9,"or   
",ArialMT,9,1,0,0,0,0,1,0,0,0.97
6884,349,48,144,225,9,"(ii) 
 reject the application, giving reasons and specifying the work required to be 
",ArialMT,9,1,2,0,1,0,13,0,0,1
6885,344,48,180,214,9,"done by the Subcontractor to enable the Taking-Over Certificate to be issued. 
",ArialMT,9,1,0,0,0,0,12,0,0,0.96
6886,321,48,180,202,9,"The Subcontractor shall then complete this work before issuing a further 
",ArialMT,9,1,0,0,0,0,11,0,0,1
6887,317,48,180,191,9,"notice under this Clause 11.1 (Taking Over of the Works and Separable 
",ArialMT,9,1,0,0,0,0,12,0,0,0.96
6888,45,48,180,179,9,"Portions). 
",ArialMT,9,1,0,0,0,0,1,0,0,0.93
6889,366,48,108,162,9,"(e) 
 If the Contractor’s Representative does not proceed in accordance with Clause 
",ArialMT,9,1,2,0,1,0,12,0,0,0.99
6890,380,48,144,150,9,"11.1(d)(i) or 11.1(d)(ii) (as applicable) within the stated period, the Subcontractor shall 
",ArialMT,9,1,0,0,0,0,12,0,0,0.97
6891,341,48,144,139,9,"issue a notice to the Contractor’s Representative requesting the Contractor’s 
",ArialMT,9,1,0,0,0,0,10,0,0,1
6892,331,48,144,127,9,"Representative to respond within a further fifteen (15) Days of such notice. 
",ArialMT,9,1,0,0,0,0,12,0,0,0.98
6895,393,48,108,92,9,"(a) 
 The Contractor’s Representative may, at the sole discretion of the Contractor, issue a 
",ArialMT,9,1,2,0,1,0,14,0,0,1
6896,270,48,143,81,9,"Taking-Over Certificate for any part of the Permanent Works. 
",ArialMT,9,1,0,0,0,0,9,0,0,0.99
6897,385,49,108,782,9,"(b) 
 The Contractor shall not, except as provided in Clause 11.4 (Early Access for Other 
",ArialMT,9,1,2,0,1,0,15,0,0,0.96
6898,346,49,143,770,9,"Subcontractors), or Clause 11.2(c), use any part of the Works (other than as a 
",ArialMT,9,1,0,0,0,0,14,0,0,0.98
6899,362,49,143,759,9,"temporary measure which is either specified in the Subcontract or agreed by both 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6900,368,49,143,747,9,"Parties) unless and until the Contractor’s Representative has issued a Taking-Over 
",ArialMT,9,1,0,0,0,0,11,0,0,1
6901,108,49,144,736,9,"Certificate for this part.   
",ArialMT,9,1,0,0,0,0,4,0,0,0.96
6902,394,49,108,718,9,"(c) 
 If the Contractor or Employer requires access or use of a part or parts of the Works or 
",ArialMT,9,1,2,0,1,0,19,0,0,0.99
6903,324,49,144,707,9,"a Separable Portion before the issuance of a Taking-Over Certificate, the 
",ArialMT,9,1,0,0,0,0,11,0,0,1
6904,369,49,144,695,9,"Subcontractor shall continue to have the risk in and to take full responsibility for the 
",ArialMT,9,1,0,0,0,0,15,0,0,1
6905,376,49,144,684,9,"care of such part or parts of the Works or Separable Portion and all outstanding work 
",ArialMT,9,1,0,0,0,0,16,0,0,1
6906,357,49,144,672,9,"in respect of the Works prior to the issue of the relevant Taking-Over Certificate.  
",ArialMT,9,1,0,0,0,0,14,0,0,1
6907,395,49,108,655,9,"(d) 
 If the Subcontractor incurs Cost as a result of the Contractor or Employer using a part 
",ArialMT,9,1,2,0,1,0,17,0,0,1
6908,371,49,144,643,9,"of the Works, other than such use as is specified in Clause 11.2(b) or agreed by the 
",ArialMT,9,1,0,0,0,0,17,0,0,0.99
6909,347,49,144,632,9,"Subcontractor and except as provided in Clauses 11.4 (Early Access for Other 
",ArialMT,9,1,0,0,0,0,12,0,0,0.92
6910,371,49,144,620,9,"Subcontractors), the Subcontractor shall be entitled to claim, subject to Clause 20.1 
",ArialMT,9,1,0,0,0,0,12,0,0,1
6911,363,49,144,609,9,"(Subcontractor’s Claims), payment of any such Cost to the extent permitted under 
",ArialMT,9,1,2,0,1,0,12,0,0,1
6912,365,49,144,597,9,"Clause 14.2 (Adjustments to the Subcontract Price), which shall be included in the 
",ArialMT,9,1,0,0,0,0,13,0,0,0.98
6913,90,49,144,586,9,"Subcontract Price.   
",ArialMT,9,1,0,0,0,0,2,0,0,0.97
6914,384,49,107,568,9,"(e) 
 After receiving notice under Clause 20.1 (Subcontractor’s Claims), the Contractor’s 
",ArialMT,9,1,2,0,1,0,11,0,0,1
6915,364,49,143,557,9,"Representative shall proceed in accordance with Clause 3.9 (Determinations) and 
",ArialMT,9,1,0,0,0,0,10,0,0,1
6916,370,49,143,545,9,"this Clause 11.2 (Taking Over and Use of Parts of the Works) to agree or determine 
",ArialMT,9,1,0,0,0,0,16,0,0,1
6917,66,49,143,534,9,"these matters. 
",ArialMT,9,1,0,0,0,0,2,0,0,0.98
6920,388,49,107,499,9,"(a) 
 If the Subcontractor is prevented, other than in accordance with the Subcontract, for 
",ArialMT,9,1,2,0,1,0,14,0,0,1
6921,353,49,143,487,9,"more than thirty-eight (38) days, from carrying out the Tests on Completion by a 
",ArialMT,9,1,0,0,0,0,14,0,0,0.98
6922,368,49,143,476,9,"cause for which the Contractor is responsible, the Subcontractor shall carry out the 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6923,206,49,143,464,9,"Tests on Completion as soon as practicable.    
",ArialMT,9,1,0,0,0,0,7,0,0,1
6924,386,49,107,447,9,"(b) 
 Only if the Subcontractor suffers critical delay and/or incurs Cost as a result of such 
",ArialMT,9,1,2,0,1,0,16,0,0,1
6925,359,49,143,435,9,"prevention from carrying out the Tests on Completion, shall it be entitled to claim, 
",ArialMT,9,1,0,0,0,0,14,0,0,0.99
6926,216,49,143,424,9,"subject to Clause 20.1 (Subcontractor’s Claims): 
",ArialMT,9,1,0,0,0,0,6,0,0,0.99
6927,354,49,143,406,9,"(i) 
 an extension of the Time for Completion to the extent permitted under Clause 
",ArialMT,9,1,2,0,1,0,14,0,0,1
6928,195,49,179,395,9,"9.4 (Extension of Time for Completion); and 
",ArialMT,9,1,2,0,1,0,7,0,0,1
6929,318,49,143,377,9,"(ii) 
 payment of any such Cost to the extent permitted under Clause 14.2 
",ArialMT,9,1,2,0,1,0,13,0,0,1
6930,342,49,179,366,9,"(Adjustments to the Subcontract Price), which shall be treated as a Variation. 
",ArialMT,9,1,2,0,1,0,12,0,0,1
6931,359,49,107,348,9,"(c) 
 After receiving notice under Clause 20.1 (Claims and Dispute Resolution), the 
",ArialMT,9,1,2,0,1,0,12,0,0,0.99
6932,325,49,143,337,9,"Contractor’s Representative shall proceed in accordance with Clause 3.9 
",ArialMT,9,1,0,0,0,0,9,0,0,1
6933,379,49,143,325,9,"(Determinations) and this Clause 11.3 (Taking Over and Use of Parts of the Works) to 
",ArialMT,9,1,2,0,1,0,15,0,0,1
6934,153,49,143,314,9,"agree or determine these matters. 
",ArialMT,9,1,0,0,0,0,5,0,0,1
6937,376,49,107,279,9,"(a) 
 The Subcontractor must provide to the Contractor all information in relation to the 
",ArialMT,9,1,2,0,1,0,14,0,0,1
6938,356,49,143,267,9,"Works reasonably necessary to assist the Contractor’s Personnel to allow Other 
",ArialMT,9,1,0,0,0,0,11,0,0,1
6939,381,49,143,256,9,"Subcontractors,  to enter the Site and to plan and perform their obligations under their 
",ArialMT,9,1,0,0,0,0,14,0,0,1
6940,113,49,143,244,9,"respective subcontracts.  
",ArialMT,9,1,0,0,0,0,2,0,0,0.96
6941,394,49,107,227,9,"(b) 
 The Contractor shall provide details of any work or services to be performed by Other 
",ArialMT,9,1,2,0,1,0,16,0,0,0.98
6942,366,49,143,215,9,"Subcontractors (if relevant), including where such early access is required by such 
",ArialMT,9,1,0,0,0,0,12,0,0,0.96
6943,358,49,143,204,9,"Other Subcontractors to plan and perform their obligations under their respective 
",ArialMT,9,1,0,0,0,0,11,0,0,1
6944,62,49,143,192,9,"subcontracts. 
",ArialMT,9,1,0,0,0,0,1,0,0,0.91
6945,371,49,108,175,9,"(c) 
 The Subcontractor must notify the Contractor in a prompt manner whether in the 
",ArialMT,9,1,2,0,1,0,14,0,0,1
6946,364,49,144,163,9,"Subcontractor’s opinion any early access by any Other Subcontractors, , will have 
",ArialMT,9,1,0,0,0,0,12,0,0,0.95
6947,327,49,144,152,9,"any effect of the methods or sequence of construction of the Works or the 
",ArialMT,9,1,0,0,0,0,14,0,0,1
6948,183,49,144,140,9,"performance and/or quality of the Works. 
",ArialMT,9,1,0,0,0,0,6,0,0,0.93
6949,355,49,108,123,9,"(d) 
 The works and services by Other Subcontractors will be carried out by Other 
",ArialMT,9,1,2,0,1,0,14,0,0,0.94
6950,376,49,144,111,9,"Subcontractors unless the Contractor elects to issue a Variation to the Subcontractor 
",ArialMT,9,1,0,0,0,0,12,0,0,1
6951,371,49,144,100,9,"in accordance with Clause 13.2 (Variation Procedure) to carry out those parts of the 
",ArialMT,9,1,0,0,0,0,14,0,0,1
6952,328,49,144,88,9,"Other Subcontractor’s Works. The Contractor is not obliged to engage the 
",ArialMT,9,1,0,0,0,0,11,0,0,1
6953,328,49,144,77,9,"Subcontractor to carry out any part of the works for Other Subcontractors. 
",ArialMT,9,1,0,0,0,0,12,0,0,1
6954,394,50,108,782,9,"(e) 
 If the works and services by Other Subcontractors are carried out prior to the issue of 
",ArialMT,9,1,2,0,1,0,17,0,0,1
6955,123,50,144,770,9,"the Taking-Over Certificate: 
",ArialMT,9,1,0,0,0,0,3,0,0,0.87
6956,329,50,144,753,9,"(i) 
 the Subcontractor must assist the Contractor in order to allow the Other 
",ArialMT,9,1,2,0,1,0,13,0,0,0.99
6957,344,50,180,741,9,"Subcontractors access to those areas of the Site and the Works necessary to 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6958,249,50,180,730,9,"allow the Other Subcontractor’s works to be carried out; 
",ArialMT,9,1,0,0,0,0,9,0,0,0.99
6959,356,50,144,712,9,"(ii) 
 the Subcontractor remains in control of and assumes full responsibility for the 
",ArialMT,9,1,2,0,1,0,13,0,0,1
6960,330,50,180,701,9,"Works during the time all works by Other Subcontractors are being carried 
",ArialMT,9,1,0,0,0,0,12,0,0,0.99
6961,38,50,180,689,9,"out; and 
",ArialMT,9,1,0,0,0,0,2,0,0,0.96
6962,342,50,144,672,9,"(iii) 
 in the event of the Contractor request the Subcontractor and all the Other 
",ArialMT,9,1,2,0,1,0,14,0,0,1
6963,338,50,180,660,9,"Subcontractors must enter into a co-ordination agreement prior to the works 
",ArialMT,9,1,0,0,0,0,11,0,0,0.97
6964,342,50,180,649,9,"or services by Other Subcontractors commencing on the Site if they have not 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6965,246,50,180,637,9,"already commenced prior to the Commencement Date. 
",ArialMT,9,1,0,0,0,0,7,0,0,1
6966,379,50,108,620,9,"(f) 
 The Subcontractor shall not be entitled to an extension of the Time for Completion, 
",ArialMT,9,1,2,0,1,0,15,0,0,1
6967,347,50,144,608,9,"any modification to the programme under Clause 9.3 (Programme) and/or any 
",ArialMT,9,1,0,0,0,0,11,0,0,1
